,sampleno,kyojuuchi,q1,q2,q3,q3_toshiruikei,q4_1,q4_2,q5_1,q5_2,q6_1,q6_3,q6_3_toshiruikei,q6_4,q6_5_dai,q6_5_shou,q6_6,q6_7,q6a,q6b,q6c,q6d,q7,q8,q9_1,q9_2,q9_3,q9_4,q9_5,q10,q11,q11sq1,q11sq2_1,q11sq2_2,q11sq2_3,q11sq2_4,q11sq2_5,q11sq2_6,q11sq2_7,q12,q13,q13sq1,q13sq2,q13sq3,q13sq4_1,q13sq4_2,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q15_kigyou,q15_jigyousho,q15_1,q15_3,q15_3_toshiruikei,q15_4,q15_5_dai,q15_5_shou,q15_6,q15_7,q15_8,q15_9_1,q15_9_2,q15_10,q16_1_kigyou,q16_1_jigyousho,q16_1_1,q16_1_3,q16_1_3_toshiruikei,q16_1_4,q16_1_5_dai,q16_1_5_shou,q16_1_6,q16_1_7,q16_1_8,q16_1_9_1,q16_1_9_2,q16_1_10,q16_2_kigyou,q16_2_jigyousho,q16_2_1,q16_2_3,q16_2_3_toshiruikei,q16_2_4,q16_2_5_dai,q16_2_5_shou,q16_2_6,q16_2_7,q16_2_8,q16_2_9_1,q16_2_9_2,q16_2_10,q16_3_kigyou,q16_3_jigyousho,q16_3_1,q16_3_3,q16_3_3_toshiruikei,q16_3_4,q16_3_5_dai,q16_3_5_shou,q16_3_6,q16_3_7,q16_3_8,q16_3_9_1,q16_3_9_2,q16_3_10,q16_4_kigyou,q16_4_jigyousho,q16_4_1,q16_4_3,q16_4_3_toshiruikei,q16_4_4,q16_4_5_dai,q16_4_5_shou,q16_4_6,q16_4_7,q16_4_8,q16_4_9_1,q16_4_9_2,q16_4_10,q16_5_kigyou,q16_5_jigyousho,q16_5_1,q16_5_3,q16_5_3_toshiruikei,q16_5_4,q16_5_5_dai,q16_5_5_shou,q16_5_6,q16_5_7,q16_5_8,q16_5_9_1,q16_5_9_2,q16_5_10,q16_6_kigyou,q16_6_jigyousho,q16_6_1,q16_6_3,q16_6_3_toshiruikei,q16_6_4,q16_6_5_dai,q16_6_5_shou,q16_6_6,q16_6_7,q16_6_8,q16_6_9_1,q16_6_9_2,q16_6_10,q16_7_kigyou,q16_7_jigyousho,q16_7_1,q16_7_3,q16_7_3_toshiruikei,q16_7_4,q16_7_5_dai,q16_7_5_shou,q16_7_6,q16_7_7,q16_7_8,q16_7_9_1,q16_7_9_2,q16_7_10,q16_8_kigyou,q16_8_jigyousho,q16_8_1,q16_8_3,q16_8_3_toshiruikei,q16_8_4,q16_8_5_dai,q16_8_5_shou,q16_8_6,q16_8_7,q16_8_8,q16_8_9_1,q16_8_9_2,q16_8_10,q16_9_kigyou,q16_9_jigyousho,q16_9_1,q16_9_3,q16_9_3_toshiruikei,q16_9_4,q16_9_5_dai,q16_9_5_shou,q16_9_6,q16_9_7,q16_9_8,q16_9_9_1,q16_9_9_2,q16_9_10,q16_10_kigyou,q16_10_jigyousho,q16_10_1,q16_10_3,q16_10_3_toshiruikei,q16_10_4,q16_10_5_dai,q16_10_5_shou,q16_10_6,q16_10_7,q16_10_8,q16_10_9_1,q16_10_9_2,q16_10_10,q16_11_kigyou,q16_11_jigyousho,q16_11_1,q16_11_3,q16_11_3_toshiruikei,q16_11_4,q16_11_5_dai,q16_11_5_shou,q16_11_6,q16_11_7,q16_11_8,q16_11_9_1,q16_11_9_2,q16_11_10,q16_12_kigyou,q16_12_jigyousho,q16_12_1,q16_12_3,q16_12_3_toshiruikei,q16_12_4,q16_12_5_dai,q16_12_5_shou,q16_12_6,q16_12_7,q16_12_8,q16_12_9_1,q16_12_9_2,q16_12_10,q16_13_kigyou,q16_13_jigyousho,q16_13_1,q16_13_3,q16_13_3_toshiruikei,q16_13_4,q16_13_5_dai,q16_13_5_shou,q16_13_6,q16_13_7,q16_13_8,q16_13_9_1,q16_13_9_2,q16_13_10,q16_14_kigyou,q16_14_jigyousho,q16_14_1,q16_14_3,q16_14_3_toshiruikei,q16_14_4,q16_14_5_dai,q16_14_5_shou,q16_14_6,q16_14_7,q16_14_8,q16_14_9_1,q16_14_9_2,q16_14_10,q16_15_kigyou,q16_15_jigyousho,q16_15_1,q16_15_3,q16_15_3_toshiruikei,q16_15_4,q16_15_5_dai,q16_15_5_shou,q16_15_6,q16_15_7,q16_15_8,q16_15_9_1,q16_15_9_2,q16_15_10,q16_16_kigyou,q16_16_jigyousho,q16_16_1,q16_16_3,q16_16_3_toshiruikei,q16_16_4,q16_16_5_dai,q16_16_5_shou,q16_16_6,q16_16_7,q16_16_8,q16_16_9_1,q16_16_9_2,q16_16_10,q16_17_kigyou,q16_17_jigyousho,q16_17_1,q16_17_3,q16_17_3_toshiruikei,q16_17_4,q16_17_5_dai,q16_17_5_shou,q16_17_6,q16_17_7,q16_17_8,q16_17_9_1,q16_17_9_2,q16_17_10,q17_1,q17_2,q17_3,q18,q18sq1_1,q18sq1_2,q18sq1_3,q18sq1_4,q18sq1_5,q18sq1_6,q18sq1_7,q18sq2_1_1,q18sq2_1_2,q18sq2_1_3,q18sq2_1_4,q18sq2_1_5,q18sq2_1_7,q18sq2_2_1,q18sq2_2_2,q18sq2_2_3,q18sq2_2_4,q18sq2_2_5,q18sq2_2_7,q18sq2_3_1,q18sq2_3_2,q18sq2_3_3,q18sq2_3_4,q18sq2_3_5,q18sq2_3_7,q19,q19sq1_1,q19sq1_2,q19sq1_3,q19sq1_4,q19sq1_5,q19sq2_1,q19sq2_2,q19sq2_3,q19sq2_4,q19sq2_5,q19sq3_1,q19sq3_2,q19sq3_3,q19sq3_4,q19sq3_5,q20,q20sq2,q21,q22,q22sq1,q22sq2,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_8,q23_9,q23_10,q24,q25,q25sq1,q25sq2,q25sq3,q26_1,q26_1sq1,q26_1sq2,q26_2,q26_3,q26_4,q26_5,q26_6_1,q26_6_2,q27,q28_1,q28_1sq1,q28_1sq2,q28_2,q28_3,q28_4,q28_5,q28_6_1,q28_6_2,q29,q29_1,q29_2,q29_3,q29_4,q30,q30_1_1,q30_1_3,q30_1_4_dai,q30_1_4_shou,q30_1_5,q30_1_6,q31,q32,q32_1,q33,q33_1
1960,1961,7,63,1,7,4,5,3,3,2,2,7,4,18,3,54,1,6,1,56,63,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,7,2,98,8,8,98,98,2,1,2,1,1,1,0,0,2,7,4,50,3,55,1,3,3,21,56,8,1,0,2,7,4,18,3,54,1,6,1,56,63,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,1,2,8,8,3,2,3,3,1,1,3,3,2,3,2,1,56,5,3,2,8,8,7,2,1,1,13,16,2,98,8,8,98,8,8,8,98,98,1,28,39,53,80,1,7,13,97,997,8,98,3,8,998,5,998
1961,1962,7,55,2,7,2,5,3,2,2,2,7,2,15,8,226,1,6,5,99,55,0,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,27,1,40,4,1,1,3,2,1,1,1,2,8,0,0,2,7,2,15,8,226,1,6,5,99,55,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,40,1,8,8,8,98,8,8,8,8,98,8,8,1,2,3,2,8,8,1,1,1,2,1,1,1,2,1,1,2,1,40,1,3,2,8,8,7,2,1,1,14,16,2,98,8,8,98,8,8,8,98,98,1,28,31,50,80,1,2,21,8,162,1,3,6,11,998,6,998
1962,1963,7,47,1,7,4,7,3,4,1,1,7,4,1,5,75,8,1,7,15,47,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,47,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,1,1,0,0,0,0,0,0,4,1,1,35,1,8,1,1,1,36,1,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,3,5,2,8,8,1,2,2,3,3,3,3,3,1,1,1,8,98,98,98,7,8,8,7,2,1,1,12,15,2,98,8,8,98,8,8,8,98,98,1,26,26,42,80,1,5,1,5,75,8,1,6,5,998,4,998
1963,1964,7,50,1,7,4,5,1,1,1,1,7,4,1,5,75,8,1,7,15,50,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,50,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,1,0,1,0,0,0,0,0,2,2,1,30,1,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,3,1,3,3,1,9,1,1,9,1,3,3,1,1,1,8,98,98,98,2,8,8,7,2,1,1,12,14,2,98,8,8,98,8,8,8,98,98,1,25,27,45,80,1,5,1,5,75,8,1,2,8,998,5,998
1964,1965,7,63,1,7,4,3,2,2,2,3,7,4,6,5,80,1,99,99,35,63,2,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,28,2,98,8,8,98,98,1,2,2,2,9,9,0,0,2,7,4,22,8,175,1,2,6,15,20,4,98,98,6,98,8,14,96,996,8,98,98,20,28,98,1,0,2,7,4,22,8,175,1,2,6,28,35,2,2,0,3,7,4,6,5,80,1,99,99,35,63,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,1,57,4,1,8,8,98,8,8,8,8,98,8,8,2,8,3,1,5,3,2,3,1,3,3,1,3,2,1,1,1,9,98,98,98,1,8,8,7,2,1,1,7,12,2,98,8,8,98,8,8,8,98,98,1,30,31,99,49,1,7,13,97,997,8,98,1,3,998,3,998
1965,1966,7,58,1,7,4,5,1,3,1,1,7,4,1,5,75,8,1,7,38,58,2,2,3,9,2,9,9,9,1,1,2,0,1,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,7,4,15,8,219,1,2,2,14,30,99,1,0,2,18,4,15,8,226,2,5,1,30,38,7,2,0,1,7,4,1,5,75,8,1,7,38,58,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,6,4,1,4,4,1,2,1,2,2,1,3,3,1,3,2,8,98,98,98,1,8,8,7,2,1,1,7,12,2,98,8,8,98,8,8,8,98,98,1,26,80,98,98,1,7,13,97,997,8,98,1,5,998,5,998
1966,1967,7,52,2,7,4,3,2,1,1,2,7,4,98,3,55,3,9,8,51,52,1,8,8,8,8,8,8,8,98,8,98,8,8,8,8,8,8,8,31,2,98,8,8,98,98,1,2,2,2,2,9,0,0,5,7,4,1,5,75,8,1,7,15,20,13,1,0,2,7,4,98,3,54,1,9,1,20,26,1,1,1,2,7,4,98,3,54,1,9,8,26,28,1,1,2,2,7,4,98,3,54,1,9,8,28,34,1,1,3,2,7,4,98,3,54,1,9,8,34,38,1,1,4,2,7,4,98,3,54,1,9,8,38,39,1,1,5,2,7,4,98,3,54,1,9,8,39,41,1,1,6,2,7,4,98,3,54,3,9,8,41,51,1,1,7,2,7,4,98,3,55,3,9,8,51,52,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,7,1,9,9,9,9,9,9,9,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,2,1,2,8,8,3,3,2,3,3,1,3,3,2,3,1,2,98,98,98,2,8,8,7,2,1,1,13,15,1,3,8,8,7,2,2,2,16,18,1,26,29,47,50,1,5,1,5,75,8,1,2,9,998,8,998
1967,1968,7,51,1,7,4,4,3,2,1,1,7,4,1,5,75,8,1,7,17,51,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,17,51,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,2,8,8,2,3,1,2,3,1,1,1,1,1,2,8,98,98,98,3,8,8,16,2,1,1,15,17,2,98,8,8,98,8,8,8,98,98,1,25,26,47,50,1,5,1,5,75,8,1,2,5,998,3,998
1968,1969,7,63,1,7,4,5,1,1,1,1,7,4,1,5,75,8,1,7,28,63,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,5,7,4,1,5,75,8,1,7,12,21,4,98,98,6,98,8,14,96,996,8,98,98,21,28,98,0,0,1,7,4,1,5,75,8,1,7,28,63,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,3,1,5,3,1,1,3,3,3,3,1,1,3,3,1,8,98,98,98,1,8,8,7,2,1,1,7,12,2,98,8,8,98,8,8,8,98,98,1,20,22,44,48,1,5,1,5,75,8,1,2,4,998,4,998
1969,1970,7,46,1,7,4,3,2,2,1,1,7,4,1,5,75,8,1,7,15,46,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,46,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,3,2,8,8,3,3,3,2,3,2,3,3,2,1,2,8,98,98,98,7,8,8,7,2,1,1,12,15,1,8,4,8,7,2,2,2,15,17,1,23,25,45,80,1,3,15,3,54,1,5,7,5,998,4,998
1970,1971,7,41,1,7,4,7,2,4,1,1,7,4,1,5,75,8,1,7,21,41,0,2,1,9,9,9,9,9,1,1,2,1,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,21,41,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,3,1,5,1,1,9,1,1,3,3,3,3,2,3,2,8,98,98,98,8,4,8,7,2,2,2,15,16,2,98,8,8,98,8,8,8,98,98,1,23,80,98,98,1,5,1,5,75,8,1,6,6,998,5,998
1971,1972,7,52,1,7,4,3,2,2,2,1,7,4,1,5,75,8,1,7,15,52,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,52,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,5,2,8,8,3,1,3,1,3,3,3,1,1,1,2,8,98,98,98,2,8,8,7,2,1,2,12,14,2,98,8,8,98,8,8,8,98,98,1,23,25,43,48,1,5,1,5,75,8,1,2,5,998,5,998
1972,1973,7,59,1,7,4,6,2,3,2,1,7,4,1,5,75,8,1,7,15,59,0,2,1,9,9,9,9,9,99,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,59,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,5,5,2,8,8,3,1,3,1,3,1,3,3,1,1,1,8,98,98,98,1,8,8,7,2,1,2,7,13,2,98,8,8,98,8,8,8,98,98,1,27,30,47,51,1,5,1,5,75,8,1,1,3,998,2,998
1973,1974,7,53,1,7,4,9,3,6,2,1,7,4,1,5,75,8,1,7,21,53,1,2,1,9,9,9,9,9,3,1,2,0,0,0,1,1,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,2,7,4,98,3,54,1,5,2,18,21,8,1,0,1,7,4,1,5,75,8,1,7,21,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,7,1,7,4,1,9,9,9,9,9,2,9,9,9,1,8,98,98,98,2,8,8,7,2,1,1,12,14,2,98,8,8,98,8,8,8,98,98,1,25,26,49,53,1,5,1,5,75,8,1,2,7,998,6,998
1974,1975,7,47,1,7,4,5,1,3,1,1,7,4,1,5,75,8,1,7,15,47,0,2,1,9,9,9,9,9,1,1,2,0,1,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,15,47,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,1,1,7,99,9,8,8,8,98,8,8,8,8,98,8,8,1,7,6,1,6,3,2,9,9,9,9,9,1,9,9,3,1,8,98,98,98,7,8,8,7,2,1,1,12,15,2,98,8,8,98,8,8,8,98,98,1,23,27,41,80,1,5,1,5,75,8,1,6,6,998,5,998
1975,1976,7,53,1,7,4,4,1,3,1,1,7,4,1,5,75,8,1,7,17,53,0,2,1,9,9,9,9,9,1,1,2,0,0,1,0,0,0,1,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,17,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,7,1,6,4,1,9,9,9,9,9,9,9,2,9,1,8,98,98,98,2,8,8,7,2,1,1,14,16,2,98,8,8,98,8,8,8,98,98,1,23,24,43,80,1,5,1,5,75,8,1,1,7,998,5,998
1976,1977,7,32,1,7,4,3,1,2,1,1,7,4,1,5,76,8,1,7,26,32,0,2,1,9,9,9,9,9,4,1,2,1,1,0,0,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,76,8,1,7,26,32,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,8,1,0,1,0,0,0,0,0,2,2,5,16,1,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,1,6,6,1,6,2,9,2,9,9,9,1,9,9,9,9,1,8,98,98,98,9,8,5,12,1,1,1,24,26,2,98,8,8,98,8,8,8,98,98,1,27,29,80,98,1,2,99,1,19,1,5,8,11,998,3,998
1977,1978,7,53,1,7,4,3,1,2,1,1,7,4,1,5,75,8,1,7,16,53,0,2,1,9,9,9,9,9,1,1,1,0,0,0,1,0,0,0,98,8,98,8,8,98,98,8,8,8,8,8,8,0,0,1,7,4,1,5,75,8,1,7,16,53,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,8,2,8,8,8,8,8,8,8,8,8,8,98,8,8,8,8,8,98,8,8,8,8,8,98,8,8,2,8,8,98,8,8,8,8,98,8,8,8,8,98,8,8,2,8,6,1,6,4,1,9,9,9,9,9,9,2,9,9,1,8,98,98,98,2,8,8,7,2,1,1,14,16,2,98,8,8,98,8,8,8,98,98,1,25,26,45,80,1,5,1,5,75,8,1,1,6,998,4,998
